MedicineName,Category,Date,UnitsSold
Cetirizine 10mg,Antihistamine,2026-06-07,39
Cetirizine 10mg,Antihistamine,2026-06-08,46
Cetirizine 10mg,Antihistamine,2026-06-09,47
Cetirizine 10mg,Antihistamine,2026-06-10,36
Cetirizine 10mg,Antihistamine,2026-06-11,32
Cetirizine 10mg,Antihistamine,2026-06-12,44
Cetirizine 10mg,Antihistamine,2026-06-13,39
Cetirizine 10mg,Antihistamine,2026-06-14,43
Cetirizine 10mg,Antihistamine,2026-06-15,33
Cetirizine 10mg,Antihistamine,2026-06-16,30
Cetirizine 10mg,Antihistamine,2026-06-17,41
Cetirizine 10mg,Antihistamine,2026-06-18,37
Cetirizine 10mg,Antihistamine,2026-06-19,25
Cetirizine 10mg,Antihistamine,2026-06-20,46
Cetirizine 10mg,Antihistamine,2026-06-21,30
Cetirizine 10mg,Antihistamine,2026-06-22,53
Cetirizine 10mg,Antihistamine,2026-06-23,34
Cetirizine 10mg,Antihistamine,2026-06-24,40
Cetirizine 10mg,Antihistamine,2026-06-25,48
Cetirizine 10mg,Antihistamine,2026-06-26,47
Cetirizine 10mg,Antihistamine,2026-06-27,51
Cetirizine 10mg,Antihistamine,2026-06-28,30
Cetirizine 10mg,Antihistamine,2026-06-29,33
Metformin 500mg,Antidiabetic,2026-01-01,39
Metformin 500mg,Antidiabetic,2026-01-02,66
Metformin 500mg,Antidiabetic,2026-01-03,60
Metformin 500mg,Antidiabetic,2026-01-04,63
Metformin 500mg,Antidiabetic,2026-01-05,61
Metformin 500mg,Antidiabetic,2026-01-06,63
Metformin 500mg,Antidiabetic,2026-01-07,62
Metformin 500mg,Antidiabetic,2026-01-08,61
Metformin 500mg,Antidiabetic,2026-01-09,63
Metformin 500mg,Antidiabetic,2026-01-10,62
Metformin 500mg,Antidiabetic,2026-01-11,58
Metformin 500mg,Antidiabetic,2026-01-12,59
Metformin 500mg,Antidiabetic,2026-01-13,41
Metformin 500mg,Antidiabetic,2026-01-14,66
Metformin 500mg,Antidiabetic,2026-01-15,61
Metformin 500mg,Antidiabetic,2026-01-16,55
Metformin 500mg,Antidiabetic,2026-01-17,55
Metformin 500mg,Antidiabetic,2026-01-18,53
Metformin 500mg,Antidiabetic,2026-01-19,43
Metformin 500mg,Antidiabetic,2026-01-20,43
Metformin 500mg,Antidiabetic,2026-01-21,51
Metformin 500mg,Antidiabetic,2026-01-22,47
Metformin 500mg,Antidiabetic,2026-01-23,62
Metformin 500mg,Antidiabetic,2026-01-24,58
Metformin 500mg,Antidiabetic,2026-01-25,53
Metformin 500mg,Antidiabetic,2026-01-26,40
Metformin 500mg,Antidiabetic,2026-01-27,43
Metformin 500mg,Antidiabetic,2026-01-28,41
Metformin 500mg,Antidiabetic,2026-01-29,53
Metformin 500mg,Antidiabetic,2026-01-30,30
Metformin 500mg,Antidiabetic,2026-01-31,52
Metformin 500mg,Antidiabetic,2026-02-01,55
Metformin 500mg,Antidiabetic,2026-02-02,47
Metformin 500mg,Antidiabetic,2026-02-03,69
Metformin 500mg,Antidiabetic,2026-02-04,54
Metformin 500mg,Antidiabetic,2026-02-05,67
Metformin 500mg,Antidiabetic,2026-02-06,89
Metformin 500mg,Antidiabetic,2026-02-07,53
Metformin 500mg,Antidiabetic,2026-02-08,65
Metformin 500mg,Antidiabetic,2026-02-09,62
Metformin 500mg,Antidiabetic,2026-02-10,60
Metformin 500mg,Antidiabetic,2026-02-11,70
Metformin 500mg,Antidiabetic,2026-02-12,71
Metformin 500mg,Antidiabetic,2026-02-13,66
Metformin 500mg,Antidiabetic,2026-02-14,52
Metformin 500mg,Antidiabetic,2026-02-15,76
Metformin 500mg,Antidiabetic,2026-02-16,38
Metformin 500mg,Antidiabetic,2026-02-17,42
Metformin 500mg,Antidiabetic,2026-02-18,51
Metformin 500mg,Antidiabetic,2026-02-19,48
Metformin 500mg,Antidiabetic,2026-02-20,50
Metformin 500mg,Antidiabetic,2026-02-21,58
Metformin 500mg,Antidiabetic,2026-02-22,44
Metformin 500mg,Antidiabetic,2026-02-23,46
Metformin 500mg,Antidiabetic,2026-02-24,40
Metformin 500mg,Antidiabetic,2026-02-25,51
Metformin 500mg,Antidiabetic,2026-02-26,45
Metformin 500mg,Antidiabetic,2026-02-27,46
Metformin 500mg,Antidiabetic,2026-02-28,56
Metformin 500mg,Antidiabetic,2026-03-01,62
Metformin 500mg,Antidiabetic,2026-03-02,37
Metformin 500mg,Antidiabetic,2026-03-03,61
Metformin 500mg,Antidiabetic,2026-03-04,58
Metformin 500mg,Antidiabetic,2026-03-05,70
Metformin 500mg,Antidiabetic,2026-03-06,61
Metformin 500mg,Antidiabetic,2026-03-07,76
Metformin 500mg,Antidiabetic,2026-03-08,60
Metformin 500mg,Antidiabetic,2026-03-09,48
Metformin 500mg,Antidiabetic,2026-03-10,75
Metformin 500mg,Antidiabetic,2026-03-11,59
Metformin 500mg,Antidiabetic,2026-03-12,52
Metformin 500mg,Antidiabetic,2026-03-13,64
Metformin 500mg,Antidiabetic,2026-03-14,60
Metformin 500mg,Antidiabetic,2026-03-15,67
Metformin 500mg,Antidiabetic,2026-03-16,65
Metformin 500mg,Antidiabetic,2026-03-17,56
Metformin 500mg,Antidiabetic,2026-03-18,46
Metformin 500mg,Antidiabetic,2026-03-19,53
Metformin 500mg,Antidiabetic,2026-03-20,51
Metformin 500mg,Antidiabetic,2026-03-21,52
Metformin 500mg,Antidiabetic,2026-03-22,39
Metformin 500mg,Antidiabetic,2026-03-23,42
Metformin 500mg,Antidiabetic,2026-03-24,49
Metformin 500mg,Antidiabetic,2026-03-25,55
Metformin 500mg,Antidiabetic,2026-03-26,53
Metformin 500mg,Antidiabetic,2026-03-27,47
Metformin 500mg,Antidiabetic,2026-03-28,43
Metformin 500mg,Antidiabetic,2026-03-29,53
Metformin 500mg,Antidiabetic,2026-03-30,42
Metformin 500mg,Antidiabetic,2026-03-31,46
Metformin 500mg,Antidiabetic,2026-04-01,68
Metformin 500mg,Antidiabetic,2026-04-02,61
Metformin 500mg,Antidiabetic,2026-04-03,57
Metformin 500mg,Antidiabetic,2026-04-04,69
Metformin 500mg,Antidiabetic,2026-04-05,74
Metformin 500mg,Antidiabetic,2026-04-06,61
Metformin 500mg,Antidiabetic,2026-04-07,62
Metformin 500mg,Antidiabetic,2026-04-08,62
Metformin 500mg,Antidiabetic,2026-04-09,74
Metformin 500mg,Antidiabetic,2026-04-10,74
Metformin 500mg,Antidiabetic,2026-04-11,77
Metformin 500mg,Antidiabetic,2026-04-12,72
Metformin 500mg,Antidiabetic,2026-04-13,48
Metformin 500mg,Antidiabetic,2026-04-14,62
Metformin 500mg,Antidiabetic,2026-04-15,49
Metformin 500mg,Antidiabetic,2026-04-16,51
Metformin 500mg,Antidiabetic,2026-04-17,55
Metformin 500mg,Antidiabetic,2026-04-18,58
Metformin 500mg,Antidiabetic,2026-04-19,42
Metformin 500mg,Antidiabetic,2026-04-20,28
Metformin 500mg,Antidiabetic,2026-04-21,48
Metformin 500mg,Antidiabetic,2026-04-22,67
Metformin 500mg,Antidiabetic,2026-04-23,43
Metformin 500mg,Antidiabetic,2026-04-24,45
Metformin 500mg,Antidiabetic,2026-04-25,60
Metformin 500mg,Antidiabetic,2026-04-26,51
Metformin 500mg,Antidiabetic,2026-04-27,49
Metformin 500mg,Antidiabetic,2026-04-28,53
Metformin 500mg,Antidiabetic,2026-04-29,53
Metformin 500mg,Antidiabetic,2026-04-30,44
Metformin 500mg,Antidiabetic,2026-05-01,44
Metformin 500mg,Antidiabetic,2026-05-02,74
Metformin 500mg,Antidiabetic,2026-05-03,61
Metformin 500mg,Antidiabetic,2026-05-04,63
Metformin 500mg,Antidiabetic,2026-05-05,63
Metformin 500mg,Antidiabetic,2026-05-06,71
Metformin 500mg,Antidiabetic,2026-05-07,87
Metformin 500mg,Antidiabetic,2026-05-08,71
Metformin 500mg,Antidiabetic,2026-05-09,61
Metformin 500mg,Antidiabetic,2026-05-10,65
Metformin 500mg,Antidiabetic,2026-05-11,74
Metformin 500mg,Antidiabetic,2026-05-12,59
Metformin 500mg,Antidiabetic,2026-05-13,69
Metformin 500mg,Antidiabetic,2026-05-14,40
Metformin 500mg,Antidiabetic,2026-05-15,56
Metformin 500mg,Antidiabetic,2026-05-16,61
Metformin 500mg,Antidiabetic,2026-05-17,64
Metformin 500mg,Antidiabetic,2026-05-18,44
Metformin 500mg,Antidiabetic,2026-05-19,36
Metformin 500mg,Antidiabetic,2026-05-20,45
Metformin 500mg,Antidiabetic,2026-05-21,37
Metformin 500mg,Antidiabetic,2026-05-22,44
Metformin 500mg,Antidiabetic,2026-05-23,45
Metformin 500mg,Antidiabetic,2026-05-24,34
Metformin 500mg,Antidiabetic,2026-05-25,52
Metformin 500mg,Antidiabetic,2026-05-26,45
Metformin 500mg,Antidiabetic,2026-05-27,57
Metformin 500mg,Antidiabetic,2026-05-28,34
Metformin 500mg,Antidiabetic,2026-05-29,43
Metformin 500mg,Antidiabetic,2026-05-30,58
Metformin 500mg,Antidiabetic,2026-05-31,49
Metformin 500mg,Antidiabetic,2026-06-01,56
Metformin 500mg,Antidiabetic,2026-06-02,60
Metformin 500mg,Antidiabetic,2026-06-03,63
Metformin 500mg,Antidiabetic,2026-06-04,58
Metformin 500mg,Antidiabetic,2026-06-05,66
Metformin 500mg,Antidiabetic,2026-06-06,59
Metformin 500mg,Antidiabetic,2026-06-07,72
Metformin 500mg,Antidiabetic,2026-06-08,65
Metformin 500mg,Antidiabetic,2026-06-09,67
Metformin 500mg,Antidiabetic,2026-06-10,86
Metformin 500mg,Antidiabetic,2026-06-11,54
Metformin 500mg,Antidiabetic,2026-06-12,74
Metformin 500mg,Antidiabetic,2026-06-13,38
Metformin 500mg,Antidiabetic,2026-06-14,40
Metformin 500mg,Antidiabetic,2026-06-15,45
Metformin 500mg,Antidiabetic,2026-06-16,43
Metformin 500mg,Antidiabetic,2026-06-17,53
Metformin 500mg,Antidiabetic,2026-06-18,52
Metformin 500mg,Antidiabetic,2026-06-19,45
Metformin 500mg,Antidiabetic,2026-06-20,45
Metformin 500mg,Antidiabetic,2026-06-21,50
Metformin 500mg,Antidiabetic,2026-06-22,52
Metformin 500mg,Antidiabetic,2026-06-23,34
Metformin 500mg,Antidiabetic,2026-06-24,42
Metformin 500mg,Antidiabetic,2026-06-25,46
Metformin 500mg,Antidiabetic,2026-06-26,52
Metformin 500mg,Antidiabetic,2026-06-27,43
Metformin 500mg,Antidiabetic,2026-06-28,50
Metformin 500mg,Antidiabetic,2026-06-29,53
Atorvastatin 10mg,Statin,2026-01-01,59
Atorvastatin 10mg,Statin,2026-01-02,47
Atorvastatin 10mg,Statin,2026-01-03,45
Atorvastatin 10mg,Statin,2026-01-04,70
Atorvastatin 10mg,Statin,2026-01-05,70
Atorvastatin 10mg,Statin,2026-01-06,64
Atorvastatin 10mg,Statin,2026-01-07,78
Atorvastatin 10mg,Statin,2026-01-08,67
Atorvastatin 10mg,Statin,2026-01-09,74
Atorvastatin 10mg,Statin,2026-01-10,66
Atorvastatin 10mg,Statin,2026-01-11,60
Atorvastatin 10mg,Statin,2026-01-12,52
Atorvastatin 10mg,Statin,2026-01-13,56
Atorvastatin 10mg,Statin,2026-01-14,58
Atorvastatin 10mg,Statin,2026-01-15,71
Atorvastatin 10mg,Statin,2026-01-16,65
Atorvastatin 10mg,Statin,2026-01-17,60
Atorvastatin 10mg,Statin,2026-01-18,64
Atorvastatin 10mg,Statin,2026-01-19,61
Atorvastatin 10mg,Statin,2026-01-20,57
Atorvastatin 10mg,Statin,2026-01-21,41
Atorvastatin 10mg,Statin,2026-01-22,64
Atorvastatin 10mg,Statin,2026-01-23,50
Atorvastatin 10mg,Statin,2026-01-24,64
Atorvastatin 10mg,Statin,2026-01-25,65
Atorvastatin 10mg,Statin,2026-01-26,49
Atorvastatin 10mg,Statin,2026-01-27,64
Atorvastatin 10mg,Statin,2026-01-28,53
Atorvastatin 10mg,Statin,2026-01-29,54
Atorvastatin 10mg,Statin,2026-01-30,60
Atorvastatin 10mg,Statin,2026-01-31,61
Atorvastatin 10mg,Statin,2026-02-01,60
Atorvastatin 10mg,Statin,2026-02-02,49
Atorvastatin 10mg,Statin,2026-02-03,60
Atorvastatin 10mg,Statin,2026-02-04,82
Atorvastatin 10mg,Statin,2026-02-05,38
Atorvastatin 10mg,Statin,2026-02-06,70
Atorvastatin 10mg,Statin,2026-02-07,72
Atorvastatin 10mg,Statin,2026-02-08,51
Atorvastatin 10mg,Statin,2026-02-09,59
Atorvastatin 10mg,Statin,2026-02-10,54
Atorvastatin 10mg,Statin,2026-02-11,78
Atorvastatin 10mg,Statin,2026-02-12,71
Atorvastatin 10mg,Statin,2026-02-13,71
Atorvastatin 10mg,Statin,2026-02-14,61
Atorvastatin 10mg,Statin,2026-02-15,70
Atorvastatin 10mg,Statin,2026-02-16,57
Atorvastatin 10mg,Statin,2026-02-17,69
Atorvastatin 10mg,Statin,2026-02-18,55
Atorvastatin 10mg,Statin,2026-02-19,49
Atorvastatin 10mg,Statin,2026-02-20,71
Atorvastatin 10mg,Statin,2026-02-21,54
Atorvastatin 10mg,Statin,2026-02-22,46
Atorvastatin 10mg,Statin,2026-02-23,46
Atorvastatin 10mg,Statin,2026-02-24,46
Atorvastatin 10mg,Statin,2026-02-25,62
Atorvastatin 10mg,Statin,2026-02-26,54
Atorvastatin 10mg,Statin,2026-02-27,76
Atorvastatin 10mg,Statin,2026-02-28,67
Atorvastatin 10mg,Statin,2026-03-01,60
Atorvastatin 10mg,Statin,2026-03-02,71
Atorvastatin 10mg,Statin,2026-03-03,55
Atorvastatin 10mg,Statin,2026-03-04,44
Atorvastatin 10mg,Statin,2026-03-05,52
Atorvastatin 10mg,Statin,2026-03-06,63
Atorvastatin 10mg,Statin,2026-03-07,60
Atorvastatin 10mg,Statin,2026-03-08,70
Atorvastatin 10mg,Statin,2026-03-09,62
Atorvastatin 10mg,Statin,2026-03-10,70
Atorvastatin 10mg,Statin,2026-03-11,76
Atorvastatin 10mg,Statin,2026-03-12,61
Atorvastatin 10mg,Statin,2026-03-13,67
Atorvastatin 10mg,Statin,2026-03-14,46
Atorvastatin 10mg,Statin,2026-03-15,59
Atorvastatin 10mg,Statin,2026-03-16,49
Atorvastatin 10mg,Statin,2026-03-17,60
Atorvastatin 10mg,Statin,2026-03-18,60
Atorvastatin 10mg,Statin,2026-03-19,59
Atorvastatin 10mg,Statin,2026-03-20,52
Atorvastatin 10mg,Statin,2026-03-21,76
Atorvastatin 10mg,Statin,2026-03-22,43
Atorvastatin 10mg,Statin,2026-03-23,42
Atorvastatin 10mg,Statin,2026-03-24,69
Atorvastatin 10mg,Statin,2026-03-25,48
Atorvastatin 10mg,Statin,2026-03-26,46
Atorvastatin 10mg,Statin,2026-03-27,75
Atorvastatin 10mg,Statin,2026-03-28,64
Atorvastatin 10mg,Statin,2026-03-29,51
Atorvastatin 10mg,Statin,2026-03-30,59
Atorvastatin 10mg,Statin,2026-03-31,75
Atorvastatin 10mg,Statin,2026-04-01,65
Atorvastatin 10mg,Statin,2026-04-02,71
Atorvastatin 10mg,Statin,2026-04-03,67
Atorvastatin 10mg,Statin,2026-04-04,69
Atorvastatin 10mg,Statin,2026-04-05,62
Atorvastatin 10mg,Statin,2026-04-06,62
Atorvastatin 10mg,Statin,2026-04-07,65
Atorvastatin 10mg,Statin,2026-04-08,69
Atorvastatin 10mg,Statin,2026-04-09,60
Atorvastatin 10mg,Statin,2026-04-10,64
Atorvastatin 10mg,Statin,2026-04-11,60
Atorvastatin 10mg,Statin,2026-04-12,63
Atorvastatin 10mg,Statin,2026-04-13,50
Atorvastatin 10mg,Statin,2026-04-14,83
Atorvastatin 10mg,Statin,2026-04-15,53
Atorvastatin 10mg,Statin,2026-04-16,55
Atorvastatin 10mg,Statin,2026-04-17,50
Atorvastatin 10mg,Statin,2026-04-18,62
Atorvastatin 10mg,Statin,2026-04-19,54
Atorvastatin 10mg,Statin,2026-04-20,47
Atorvastatin 10mg,Statin,2026-04-21,60
Atorvastatin 10mg,Statin,2026-04-22,61
Atorvastatin 10mg,Statin,2026-04-23,53
Atorvastatin 10mg,Statin,2026-04-24,48
Atorvastatin 10mg,Statin,2026-04-25,74
Atorvastatin 10mg,Statin,2026-04-26,58
Atorvastatin 10mg,Statin,2026-04-27,44
Atorvastatin 10mg,Statin,2026-04-28,68
Atorvastatin 10mg,Statin,2026-04-29,49
Atorvastatin 10mg,Statin,2026-04-30,82
Atorvastatin 10mg,Statin,2026-05-01,59
Atorvastatin 10mg,Statin,2026-05-02,68
Atorvastatin 10mg,Statin,2026-05-03,42
Atorvastatin 10mg,Statin,2026-05-04,50
Atorvastatin 10mg,Statin,2026-05-05,74
Atorvastatin 10mg,Statin,2026-05-06,65
Atorvastatin 10mg,Statin,2026-05-07,81
Atorvastatin 10mg,Statin,2026-05-08,67
Atorvastatin 10mg,Statin,2026-05-09,64
Atorvastatin 10mg,Statin,2026-05-10,78
Atorvastatin 10mg,Statin,2026-05-11,71
Atorvastatin 10mg,Statin,2026-05-12,60
Atorvastatin 10mg,Statin,2026-05-13,51
Atorvastatin 10mg,Statin,2026-05-14,39
Atorvastatin 10mg,Statin,2026-05-15,56
Atorvastatin 10mg,Statin,2026-05-16,48
Atorvastatin 10mg,Statin,2026-05-17,81
Atorvastatin 10mg,Statin,2026-05-18,51
Atorvastatin 10mg,Statin,2026-05-19,50
Atorvastatin 10mg,Statin,2026-05-20,42
Atorvastatin 10mg,Statin,2026-05-21,52
Atorvastatin 10mg,Statin,2026-05-22,48
Atorvastatin 10mg,Statin,2026-05-23,69
Atorvastatin 10mg,Statin,2026-05-24,56
Atorvastatin 10mg,Statin,2026-05-25,54
Atorvastatin 10mg,Statin,2026-05-26,53
Atorvastatin 10mg,Statin,2026-05-27,62
Atorvastatin 10mg,Statin,2026-05-28,52
Atorvastatin 10mg,Statin,2026-05-29,63
Atorvastatin 10mg,Statin,2026-05-30,72
Atorvastatin 10mg,Statin,2026-05-31,63
Atorvastatin 10mg,Statin,2026-06-01,57
Atorvastatin 10mg,Statin,2026-06-02,52
Atorvastatin 10mg,Statin,2026-06-03,59
Atorvastatin 10mg,Statin,2026-06-04,67
Atorvastatin 10mg,Statin,2026-06-05,49
Atorvastatin 10mg,Statin,2026-06-06,70
Atorvastatin 10mg,Statin,2026-06-07,65
Atorvastatin 10mg,Statin,2026-06-08,62
Atorvastatin 10mg,Statin,2026-06-09,57
Atorvastatin 10mg,Statin,2026-06-10,58
Atorvastatin 10mg,Statin,2026-06-11,67
Atorvastatin 10mg,Statin,2026-06-12,60
Atorvastatin 10mg,Statin,2026-06-13,56
Atorvastatin 10mg,Statin,2026-06-14,64
Atorvastatin 10mg,Statin,2026-06-15,63
Atorvastatin 10mg,Statin,2026-06-16,47
Atorvastatin 10mg,Statin,2026-06-17,62
Atorvastatin 10mg,Statin,2026-06-18,78
Atorvastatin 10mg,Statin,2026-06-19,59
Atorvastatin 10mg,Statin,2026-06-20,40
Atorvastatin 10mg,Statin,2026-06-21,56
Atorvastatin 10mg,Statin,2026-06-22,38
Atorvastatin 10mg,Statin,2026-06-23,82
Atorvastatin 10mg,Statin,2026-06-24,74
Atorvastatin 10mg,Statin,2026-06-25,49
Atorvastatin 10mg,Statin,2026-06-26,35
Atorvastatin 10mg,Statin,2026-06-27,48
Atorvastatin 10mg,Statin,2026-06-28,55
Atorvastatin 10mg,Statin,2026-06-29,42
Omeprazole 20mg,Antacid,2026-01-01,7
Omeprazole 20mg,Antacid,2026-01-02,7
Omeprazole 20mg,Antacid,2026-01-03,8
Omeprazole 20mg,Antacid,2026-01-04,10
Omeprazole 20mg,Antacid,2026-01-05,8
Omeprazole 20mg,Antacid,2026-01-06,7
Omeprazole 20mg,Antacid,2026-01-07,7
Omeprazole 20mg,Antacid,2026-01-08,8
Omeprazole 20mg,Antacid,2026-01-09,8
Omeprazole 20mg,Antacid,2026-01-10,10
Omeprazole 20mg,Antacid,2026-01-11,8
Omeprazole 20mg,Antacid,2026-01-12,8
Omeprazole 20mg,Antacid,2026-01-13,8
Omeprazole 20mg,Antacid,2026-01-14,9
Omeprazole 20mg,Antacid,2026-01-15,10
Omeprazole 20mg,Antacid,2026-01-16,6
Omeprazole 20mg,Antacid,2026-01-17,6
Omeprazole 20mg,Antacid,2026-01-18,7
Omeprazole 20mg,Antacid,2026-01-19,6
Omeprazole 20mg,Antacid,2026-01-20,7
Omeprazole 20mg,Antacid,2026-01-21,5
Omeprazole 20mg,Antacid,2026-01-22,4
Omeprazole 20mg,Antacid,2026-01-23,5
Omeprazole 20mg,Antacid,2026-01-24,6
Omeprazole 20mg,Antacid,2026-01-25,5
Omeprazole 20mg,Antacid,2026-01-26,5
Omeprazole 20mg,Antacid,2026-01-27,6
Omeprazole 20mg,Antacid,2026-01-28,7
Omeprazole 20mg,Antacid,2026-01-29,7
Omeprazole 20mg,Antacid,2026-01-30,7
Omeprazole 20mg,Antacid,2026-01-31,6
Omeprazole 20mg,Antacid,2026-02-01,7
Omeprazole 20mg,Antacid,2026-02-02,9
Omeprazole 20mg,Antacid,2026-02-03,7
Omeprazole 20mg,Antacid,2026-02-04,8
Omeprazole 20mg,Antacid,2026-02-05,8
Omeprazole 20mg,Antacid,2026-02-06,8
Omeprazole 20mg,Antacid,2026-02-07,10
Omeprazole 20mg,Antacid,2026-02-08,9
Omeprazole 20mg,Antacid,2026-02-09,8
Omeprazole 20mg,Antacid,2026-02-10,7
Omeprazole 20mg,Antacid,2026-02-11,9
Omeprazole 20mg,Antacid,2026-02-12,8
Omeprazole 20mg,Antacid,2026-02-13,10
Omeprazole 20mg,Antacid,2026-02-14,7
Omeprazole 20mg,Antacid,2026-02-15,7
Omeprazole 20mg,Antacid,2026-02-16,6
Omeprazole 20mg,Antacid,2026-02-17,7
Omeprazole 20mg,Antacid,2026-02-18,5
Omeprazole 20mg,Antacid,2026-02-19,5
Omeprazole 20mg,Antacid,2026-02-20,5
Omeprazole 20mg,Antacid,2026-02-21,5
Omeprazole 20mg,Antacid,2026-02-22,4
Omeprazole 20mg,Antacid,2026-02-23,5
Omeprazole 20mg,Antacid,2026-02-24,6
Omeprazole 20mg,Antacid,2026-02-25,4
Omeprazole 20mg,Antacid,2026-02-26,5
Omeprazole 20mg,Antacid,2026-02-27,5
Omeprazole 20mg,Antacid,2026-02-28,7
Omeprazole 20mg,Antacid,2026-03-01,4
Omeprazole 20mg,Antacid,2026-03-02,6
Omeprazole 20mg,Antacid,2026-03-03,7
Omeprazole 20mg,Antacid,2026-03-04,9
Omeprazole 20mg,Antacid,2026-03-05,8
Omeprazole 20mg,Antacid,2026-03-06,7
Omeprazole 20mg,Antacid,2026-03-07,10
Omeprazole 20mg,Antacid,2026-03-08,7
Omeprazole 20mg,Antacid,2026-03-09,6
Omeprazole 20mg,Antacid,2026-03-10,9
Omeprazole 20mg,Antacid,2026-03-11,8
Omeprazole 20mg,Antacid,2026-03-12,7
Omeprazole 20mg,Antacid,2026-03-13,9
Omeprazole 20mg,Antacid,2026-03-14,8
Omeprazole 20mg,Antacid,2026-03-15,7
Omeprazole 20mg,Antacid,2026-03-16,6
Omeprazole 20mg,Antacid,2026-03-17,7
Omeprazole 20mg,Antacid,2026-03-18,7
Omeprazole 20mg,Antacid,2026-03-19,6
Omeprazole 20mg,Antacid,2026-03-20,7
Omeprazole 20mg,Antacid,2026-03-21,4
Omeprazole 20mg,Antacid,2026-03-22,3
Omeprazole 20mg,Antacid,2026-03-23,4
Omeprazole 20mg,Antacid,2026-03-24,4
Omeprazole 20mg,Antacid,2026-03-25,5
Omeprazole 20mg,Antacid,2026-03-26,4
Omeprazole 20mg,Antacid,2026-03-27,5
Omeprazole 20mg,Antacid,2026-03-28,4
Omeprazole 20mg,Antacid,2026-03-29,7
Omeprazole 20mg,Antacid,2026-03-30,6
Omeprazole 20mg,Antacid,2026-03-31,7
Omeprazole 20mg,Antacid,2026-04-01,7
Omeprazole 20mg,Antacid,2026-04-02,7
Omeprazole 20mg,Antacid,2026-04-03,8
Omeprazole 20mg,Antacid,2026-04-04,8
Omeprazole 20mg,Antacid,2026-04-05,9
Omeprazole 20mg,Antacid,2026-04-06,10
Omeprazole 20mg,Antacid,2026-04-07,9
Omeprazole 20mg,Antacid,2026-04-08,9
Omeprazole 20mg,Antacid,2026-04-09,8
Omeprazole 20mg,Antacid,2026-04-10,10
Omeprazole 20mg,Antacid,2026-04-11,8
Omeprazole 20mg,Antacid,2026-04-12,10
Omeprazole 20mg,Antacid,2026-04-13,8
Omeprazole 20mg,Antacid,2026-04-14,6
Omeprazole 20mg,Antacid,2026-04-15,7
Omeprazole 20mg,Antacid,2026-04-16,6
Omeprazole 20mg,Antacid,2026-04-17,7
Omeprazole 20mg,Antacid,2026-04-18,5
Omeprazole 20mg,Antacid,2026-04-19,5
Omeprazole 20mg,Antacid,2026-04-20,3
Omeprazole 20mg,Antacid,2026-04-21,4
Omeprazole 20mg,Antacid,2026-04-22,2
Omeprazole 20mg,Antacid,2026-04-23,3
Omeprazole 20mg,Antacid,2026-04-24,5
Omeprazole 20mg,Antacid,2026-04-25,5
Omeprazole 20mg,Antacid,2026-04-26,5
Omeprazole 20mg,Antacid,2026-04-27,4
Omeprazole 20mg,Antacid,2026-04-28,5
Omeprazole 20mg,Antacid,2026-04-29,6
Omeprazole 20mg,Antacid,2026-04-30,5
Omeprazole 20mg,Antacid,2026-05-01,8
Omeprazole 20mg,Antacid,2026-05-02,8
Omeprazole 20mg,Antacid,2026-05-03,7
Omeprazole 20mg,Antacid,2026-05-04,8
Omeprazole 20mg,Antacid,2026-05-05,8
Omeprazole 20mg,Antacid,2026-05-06,6
Omeprazole 20mg,Antacid,2026-05-07,8
Omeprazole 20mg,Antacid,2026-05-08,8
Omeprazole 20mg,Antacid,2026-05-09,7
Omeprazole 20mg,Antacid,2026-05-10,8
Omeprazole 20mg,Antacid,2026-05-11,10
Omeprazole 20mg,Antacid,2026-05-12,9
Omeprazole 20mg,Antacid,2026-05-13,7
Omeprazole 20mg,Antacid,2026-05-14,8
Omeprazole 20mg,Antacid,2026-05-15,8
Omeprazole 20mg,Antacid,2026-05-16,7
Omeprazole 20mg,Antacid,2026-05-17,6
Omeprazole 20mg,Antacid,2026-05-18,5
Omeprazole 20mg,Antacid,2026-05-19,6
Omeprazole 20mg,Antacid,2026-05-20,5
Omeprazole 20mg,Antacid,2026-05-21,6
Omeprazole 20mg,Antacid,2026-05-22,5
Omeprazole 20mg,Antacid,2026-05-23,6
Omeprazole 20mg,Antacid,2026-05-24,4
Omeprazole 20mg,Antacid,2026-05-25,6
Omeprazole 20mg,Antacid,2026-05-26,5
Omeprazole 20mg,Antacid,2026-05-27,7
Omeprazole 20mg,Antacid,2026-05-28,5
Omeprazole 20mg,Antacid,2026-05-29,8
Omeprazole 20mg,Antacid,2026-05-30,6
Omeprazole 20mg,Antacid,2026-05-31,6
Omeprazole 20mg,Antacid,2026-06-01,6
Omeprazole 20mg,Antacid,2026-06-02,7
Omeprazole 20mg,Antacid,2026-06-03,8
Omeprazole 20mg,Antacid,2026-06-04,9
Omeprazole 20mg,Antacid,2026-06-05,8
Omeprazole 20mg,Antacid,2026-06-06,8
Omeprazole 20mg,Antacid,2026-06-07,11
Omeprazole 20mg,Antacid,2026-06-08,10
Omeprazole 20mg,Antacid,2026-06-09,9
Omeprazole 20mg,Antacid,2026-06-10,8
Omeprazole 20mg,Antacid,2026-06-11,8
Omeprazole 20mg,Antacid,2026-06-12,8
Omeprazole 20mg,Antacid,2026-06-13,6
Omeprazole 20mg,Antacid,2026-06-14,7
Omeprazole 20mg,Antacid,2026-06-15,5
Omeprazole 20mg,Antacid,2026-06-16,7
